TM,STN_ID,PM10
202201010000,156.0,16.0
202201020000,156.0,30.0
202201030000,156.0,29.0
202201040000,156.0,18.0
202201060000,156.0,44.0
202201070000,156.0,34.0
202201080000,156.0,32.0
202201090000,156.0,17.0
202201100000,156.0,57.0
202201110000,156.0,19.0
202201120000,156.0,11.0
202201130000,156.0,16.0
202201140000,156.0,14.0
202201150000,156.0,24.0
202201160000,156.0,17.0
202201170000,156.0,9.0
202201180000,156.0,15.0
202201190000,156.0,20.0
202201200000,156.0,22.0
202201210000,156.0,45.0
202201220000,156.0,40.0
202201230000,156.0,21.0
202201240000,156.0,44.0
202201250000,156.0,11.0
202201260000,156.0,54.0
202201270000,156.0,41.0
202201280000,156.0,23.0
202201290000,156.0,13.0
202201300000,156.0,15.0
202201310000,156.0,10.0
202202010000,156.0,21.0
202202010000,156.0,21.0
202202020000,156.0,48.0
202202030000,156.0,7.0
202202040000,156.0,12.0
202202050000,156.0,18.0
202202060000,156.0,8.0
202202070000,156.0,15.0
202202080000,156.0,21.0
202202090000,156.0,22.0
202202100000,156.0,25.0
202202110000,156.0,33.0
202202120000,156.0,50.0
202202130000,156.0,85.0
202202140000,156.0,54.0
202202150000,156.0,37.0
202202160000,156.0,14.0
202202170000,156.0,9.0
202202180000,156.0,13.0
202202190000,156.0,17.0
202202200000,156.0,15.0
202202210000,156.0,29.0
202202220000,156.0,10.0
202202230000,156.0,18.0
202202240000,156.0,10.0
202202250000,156.0,18.0
202202260000,156.0,53.0
202202270000,156.0,38.0
202202280000,156.0,21.0
202203010000,156.0,19.0
202203010000,156.0,19.0
202203020000,156.0,12.0
202203030000,156.0,15.0
202203040000,156.0,71.0
202203050000,156.0,55.0
202203060000,156.0,30.0
202203070000,156.0,24.0
202203080000,156.0,17.0
202203090000,156.0,44.0
202203100000,156.0,23.0
202203110000,156.0,15.0
202203120000,156.0,30.0
202203130000,156.0,18.0
202203140000,156.0,3.0
202203150000,156.0,16.0
202203160000,156.0,20.0
202203170000,156.0,21.0
202203180000,156.0,0.0
202203190000,156.0,2.0
202203200000,156.0,24.0
202203210000,156.0,31.0
202203220000,156.0,2.0
202203230000,156.0,33.0
202203240000,156.0,13.0
202203250000,156.0,27.0
202203260000,156.0,4.0
202203270000,156.0,38.0
202203280000,156.0,0.0
202203290000,156.0,11.0
202203300000,156.0,8.0
202203310000,156.0,9.0
202204010000,156.0,5.0
202204010000,156.0,5.0
202204020000,156.0,4.0
202204030000,156.0,1.0
202204040000,156.0,22.0
202204050000,156.0,18.0
202204060000,156.0,9.0
202204070000,156.0,9.0
202204080000,156.0,1.0
202204090000,156.0,27.0
202204100000,156.0,9.0
202204110000,156.0,14.0
202204120000,156.0,0.0
202204130000,156.0,0.0
202204140000,156.0,0.0
202204150000,156.0,8.0
202204160000,156.0,6.0
202204170000,156.0,23.0
202204180000,156.0,7.0
202204190000,156.0,0.0
202204200000,156.0,19.0
202204210000,156.0,19.0
202204220000,156.0,21.0
202204230000,156.0,8.0
202204240000,156.0,25.0
202204250000,156.0,0.0
202204270000,156.0,37.0
202204280000,156.0,124.0
202204290000,156.0,46.0
202204300000,156.0,0.0
202205010000,156.0,0.0
202205010000,156.0,0.0
202205020000,156.0,5.0
202205030000,156.0,2.0
202205040000,156.0,7.0
202205050000,156.0,0.0
202205060000,156.0,0.0
202205070000,156.0,0.0
202205080000,156.0,0.0
202205090000,156.0,10.0
202205100000,156.0,15.0
202205110000,156.0,25.0
202205120000,156.0,12.0
202205130000,156.0,20.0
202205140000,156.0,13.0
202205150000,156.0,0.0
202205160000,156.0,0.0
202205170000,156.0,0.0
202205180000,156.0,31.0
202205190000,156.0,8.0
202205200000,156.0,13.0
202205210000,156.0,0.0
202205220000,156.0,0.0
202205230000,156.0,8.0
202205240000,156.0,0.0
202205250000,156.0,0.0
202205260000,156.0,5.0
202205270000,156.0,1.0
202205280000,156.0,44.0
202205290000,156.0,31.0
202205300000,156.0,12.0
202205310000,156.0,3.0
202206010000,156.0,24.0
202206010000,156.0,24.0
202206020000,156.0,18.0
202206030000,156.0,18.0
202206040000,156.0,23.0
202206050000,156.0,27.0
202206060000,156.0,3.0
202206070000,156.0,10.0
202206080000,156.0,0.0
202206090000,156.0,10.0
202206100000,156.0,19.0
202206110000,156.0,24.0
202206120000,156.0,34.0
202206130000,156.0,37.0
202206140000,156.0,18.0
202206150000,156.0,0.0
202206160000,156.0,19.0
202206170000,156.0,28.0
202206180000,156.0,5.0
202206190000,156.0,7.0
202206200000,156.0,1.0
202206210000,156.0,17.0
202206220000,156.0,13.0
202206230000,156.0,12.0
202206250000,156.0,40.0
202206260000,156.0,16.0
202206270000,156.0,4.0
202206280000,156.0,3.0
202206290000,156.0,6.0
202206300000,156.0,8.0
202207010000,156.0,7.0
202207010000,156.0,7.0
202207020000,156.0,6.0
202207030000,156.0,23.0
202207040000,156.0,23.0
202207050000,156.0,12.0
202207060000,156.0,26.0
202207070000,156.0,0.0
202207080000,156.0,0.0
202207090000,156.0,17.0
202207100000,156.0,23.0
202207120000,156.0,7.0
202207130000,156.0,11.0
202207140000,156.0,13.0
202207150000,156.0,12.0
202207160000,156.0,14.0
202207170000,156.0,13.0
202207180000,156.0,17.0
202207190000,156.0,0.0
202207200000,156.0,22.0
202207210000,156.0,0.0
202207220000,156.0,23.0
202207230000,156.0,13.0
202207240000,156.0,0.0
202207250000,156.0,2.0
202207260000,156.0,11.0
202207270000,156.0,15.0
202207280000,156.0,20.0
202207290000,156.0,24.0
202207300000,156.0,0.0
202207310000,156.0,2.0
202208010000,156.0,11.0
202208010000,156.0,11.0
202208020000,156.0,4.0
202208030000,156.0,22.0
202208040000,156.0,3.0
202208050000,156.0,0.0
202208060000,156.0,16.0
202208070000,156.0,10.0
202208080000,156.0,28.0
202208090000,156.0,15.0
202208100000,156.0,10.0
202208110000,156.0,8.0
202208120000,156.0,16.0
202208130000,156.0,11.0
202208140000,156.0,12.0
202208150000,156.0,11.0
202208160000,156.0,14.0
202208170000,156.0,6.0
202208180000,156.0,26.0
202208190000,156.0,14.0
202208200000,156.0,14.0
202208210000,156.0,13.0
202208220000,156.0,4.0
202208230000,156.0,11.0
202208240000,156.0,21.0
202208250000,156.0,24.0
202208260000,156.0,10.0
202208270000,156.0,25.0
202208280000,156.0,0.0
202208290000,156.0,26.0
202208300000,156.0,23.0
202208310000,156.0,30.0
202209010000,156.0,9.0
202209010000,156.0,9.0
202209020000,156.0,16.0
202209030000,156.0,10.0
202209040000,156.0,9.0
202209050000,156.0,12.0
202209060000,156.0,12.0
202209070000,156.0,12.0
202209080000,156.0,33.0
202209090000,156.0,25.0
202209100000,156.0,10.0
202209110000,156.0,17.0
202209120000,156.0,21.0
202209130000,156.0,21.0
202209140000,156.0,15.0
202209150000,156.0,9.0
202209160000,156.0,18.0
202209170000,156.0,15.0
202209180000,156.0,13.0
202209190000,156.0,17.0
202209200000,156.0,39.0
202209210000,156.0,14.0
202209220000,156.0,4.0
202209230000,156.0,10.0
202209240000,156.0,0.0
202209250000,156.0,17.0
202209260000,156.0,15.0
202209270000,156.0,17.0
202209280000,156.0,34.0
202209290000,156.0,76.0
202209300000,156.0,37.0
202210010000,156.0,61.0
202210010000,156.0,61.0
202210020000,156.0,34.0
202210030000,156.0,16.0
202210040000,156.0,27.0
202210050000,156.0,22.0
202210060000,156.0,3.0
202210070000,156.0,7.0
202210080000,156.0,3.0
202210090000,156.0,0.0
202210100000,156.0,0.0
202210110000,156.0,0.0
202210120000,156.0,0.0
202210130000,156.0,9.0
202210140000,156.0,3.0
202210150000,156.0,13.0
202210160000,156.0,11.0
202210170000,156.0,6.0
202210180000,156.0,0.0
202210190000,156.0,0.0
202210200000,156.0,2.0
202210210000,156.0,4.0
202210220000,156.0,15.0
202210230000,156.0,0.0
202210240000,156.0,0.0
202210250000,156.0,0.0
202210260000,156.0,0.0
202210270000,156.0,10.0
202210280000,156.0,2.0
202210290000,156.0,25.0
202210300000,156.0,13.0
202210310000,156.0,0.0
202211010000,156.0,0.0
202211010000,156.0,0.0
202211020000,156.0,20.0
202211030000,156.0,0.0
202211040000,156.0,0.0
202211050000,156.0,4.0
202211060000,156.0,2.0
202211070000,156.0,4.0
202211080000,156.0,12.0
202211090000,156.0,11.0
202211100000,156.0,16.0
202211110000,156.0,25.0
202211120000,156.0,36.0
202211130000,156.0,0.0
202211140000,156.0,11.0
202211150000,156.0,4.0
202211160000,156.0,5.0
202211170000,156.0,0.0
202211180000,156.0,0.0
202211190000,156.0,13.0
202211200000,156.0,5.0
202211210000,156.0,19.0
202211220000,156.0,21.0
202211230000,156.0,11.0
202211240000,156.0,0.0
202211250000,156.0,21.0
202211260000,156.0,28.0
202211270000,156.0,27.0
202211280000,156.0,20.0
202211290000,156.0,27.0
202211300000,156.0,8.0
202212010000,156.0,0.0
202212010000,156.0,0.0
202212020000,156.0,13.0
202212030000,156.0,9.0
202212040000,156.0,28.0
202212050000,156.0,10.0
202212060000,156.0,6.0
202212070000,156.0,30.0
202212080000,156.0,37.0
202212090000,156.0,12.0
202212100000,156.0,53.0
202212110000,156.0,28.0
202212120000,156.0,17.0
202212130000,156.0,18.0
202212140000,156.0,13.0
202212150000,156.0,15.0
202212160000,156.0,13.0
202212170000,156.0,10.0
202212180000,156.0,29.0
202212190000,156.0,24.0
202212200000,156.0,27.0
202212210000,156.0,18.0
202212220000,156.0,32.0
202212230000,156.0,36.0
202212240000,156.0,14.0
202212250000,156.0,22.0
202212260000,156.0,11.0
202212270000,156.0,8.0
202212280000,156.0,24.0
202212290000,156.0,21.0
202212300000,156.0,30.0
202212310000,156.0,29.0
202301010000,156.0,25.0
